293
10
6682.2	23940	63357	89505	101540	109100	108960	24.603	24.284	97056
23940	63357	89505	101540	109100	108960	97056	24.284	23.946	109740
109100	108960	97056	109740	112520	107860	108770	24.1	23.562	80571
108960	97056	109740	112520	107860	108770	80571	23.562	23.339	91422
97056	109740	112520	107860	108770	80571	91422	23.339	22.338	73716
108770	80571	91422	73716	79376	95399	48526	21.459	20.938	36355
73716	79376	95399	48526	36355	33950	36215	21.796	21.619	38056
95399	48526	36355	33950	36215	38056	40167	22.405	20.807	20444
48526	36355	33950	36215	38056	40167	20444	20.807	19.852	-5140.7
40167	20444	-5140.7	2699.2	18844	48036	73763	23.971	24.366	95718
2699.2	18844	48036	73763	95718	98507	-166580	16.607	18.938	-81750
48036	73763	95718	98507	-166580	-81750	-51574	19.356	19.278	-47267
73763	95718	98507	-166580	-81750	-51574	-47267	19.278	18.971	-37949
98507	-166580	-81750	-51574	-47267	-37949	-38297	19.471	20.502	-34225
-47267	-37949	-38297	-34225	-29279	-26594	8657	23.249	23.509	15009
-37949	-38297	-34225	-29279	-26594	8657	15009	23.509	22.441	3257.6
-38297	-34225	-29279	-26594	8657	15009	3257.6	22.441	22.898	10762
-34225	-29279	-26594	8657	15009	3257.6	10762	22.898	23.121	14564
-26594	8657	15009	3257.6	10762	14564	-81140	16.989	16.571	-84700
8657	15009	3257.6	10762	14564	-81140	-84700	16.571	17.825	-86344
15009	3257.6	10762	14564	-81140	-84700	-86344	17.825	19.674	-69448
-86344	-69448	-73066	-52838	-40161	-24818	-24786	22.07	22.623	-14718
-24786	-14718	8076.5	-1206.3	-7386.9	-10193	-26342	20.466	22.566	454.03
-14718	8076.5	-1206.3	-7386.9	-10193	-26342	454.03	22.566	24.051	30959
-1206.3	-7386.9	-10193	-26342	454.03	30959	50316	24.732	25.58	66681
-7386.9	-10193	-26342	454.03	30959	50316	66681	25.58	24.907	65897
-26342	454.03	30959	50316	66681	65897	-40976	21.396	22.432	-27320
30959	50316	66681	65897	-40976	-27320	-2424.9	23.536	24.863	16050
50316	66681	65897	-40976	-27320	-2424.9	16050	24.863	25.884	6021.4
66681	65897	-40976	-27320	-2424.9	16050	6021.4	25.884	23.21	-804.47
-40976	-27320	-2424.9	16050	6021.4	-804.47	-851.28	23.619	24.165	22304
-27320	-2424.9	16050	6021.4	-804.47	-851.28	22304	24.165	24.702	39079
14446	44862	51598	60964	65007	78711	79887	24.936	25.676	86591
68658	57339	54107	74224	82152	71708	59749	25.513	24.753	62278
74224	82152	71708	59749	62278	52053	65708	24.833	23.603	41040
62278	52053	65708	41040	41177	21048	32538	22.775	23.26	49539
32538	49539	53313	52283	61386	43763	59672	24.287	25.24	70537
61386	43763	59672	70537	79072	68603	68484	25.315	25.945	76061
68603	68484	76061	77086	59956	49931	53233	25.166	24.302	56240
68484	76061	77086	59956	49931	53233	56240	24.302	23.718	48045
56240	48045	30704	-27208	-43410	-34643	-35294	18.189	19.699	-20727
-43410	-34643	-35294	-20727	-8497.1	8084.9	21513	22.265	18.037	-16949
-35294	-20727	-8497.1	8084.9	21513	-16949	-11061	18.908	19.533	-9560.6
-16949	-11061	-9560.6	-6292.1	-5896.7	-31973	-14748	19.408	20.39	-14130
-9560.6	-6292.1	-5896.7	-31973	-14748	-14130	-13484	21.303	21.618	-8416.7
-6292.1	-5896.7	-31973	-14748	-14130	-13484	-8416.7	21.618	23.828	15787
27942	29325	23823	43939	49444	50053	45739	23.295	18.506	-14192
23823	43939	49444	50053	45739	-14192	-19444	18.264	19.34	-21531
-3502.4	-17141	-9845.6	-6779.7	58643	-46767	42117	19.012	18.382	46029
-9845.6	-6779.7	58643	-46767	42117	46029	27084	15.603	14.292	17574
-46767	42117	46029	27084	17574	-24333	25459	18.542	18.293	41474
25459	41474	36640	37891	57100	58180	69410	22.424	22.967	76123
41474	36640	37891	57100	58180	69410	76123	22.967	23.597	92302
37891	57100	58180	69410	76123	92302	108530	24.004	25.409	119340
137220	127930	114050	91434	61271	59986	48460	20.616	20.541	44645
114050	91434	61271	59986	48460	44645	40236	19.971	20.088	29250
91434	61271	59986	48460	44645	40236	29250	20.088	20.581	41651
44645	40236	29250	41651	44317	51851	66779	23.379	24.606	96697
66779	96697	92071	96557	88741	70088	71264	23.541	24.36	89440
70088	71264	89440	112780	128130	141160	24094	12.931	15.503	10824
25595	26856	19156	34182	44335	51841	51783	20.792	23.614	72025
19156	34182	44335	51841	51783	72025	96173	24.592	24.85	108280
44335	51841	51783	72025	96173	108280	111410	24.174	24.372	120730
51783	72025	96173	108280	111410	120730	128400	25.195	25.764	153060
72025	96173	108280	111410	120730	128400	153060	25.764	25.605	156190
111410	120730	128400	153060	156190	140450	128530	24.398	23.175	103400
128400	153060	156190	140450	128530	103400	98074	22.855	22.896	101010
153060	156190	140450	128530	103400	98074	101010	22.896	22.451	98401
85389	113900	122820	120780	124650	80558	87700	22.918	23.627	97042
113900	122820	120780	124650	80558	87700	97042	23.627	24.527	112570
112570	126120	134820	133300	138000	143290	138110	24.998	25.055	117070
126120	134820	133300	138000	143290	138110	117070	25.055	15.657	39677
134820	133300	138000	143290	138110	117070	39677	15.657	17.969	26719
143290	138110	117070	39677	26719	35947	21681	17.797	18.312	37892
39677	26719	35947	21681	37892	25587	50834	20.411	20.28	56179
56179	59133	61716	70824	68345	93098	116310	24.563	23.788	120890
60677	61445	53985	33979	38813	72230	48052	20.181	18.465	27734
53985	33979	38813	72230	48052	27734	31283	19.323	20.692	41871
31283	41871	88644	110000	127570	140850	150750	26.14	25.38	127850
41871	88644	110000	127570	140850	150750	127850	25.38	25.83	133400
88644	110000	127570	140850	150750	127850	133400	25.83	23.936	109070
127850	133400	109070	106710	110770	97822	41502	21.287	18.899	-591
106710	110770	97822	41502	-591	11175	1091.2	17.239	16.767	3056.5
110770	97822	41502	-591	11175	1091.2	3056.5	16.767	18.027	-11790
-591	11175	1091.2	3056.5	-11790	5973.5	11530	19.367	18.317	7383.7
101540	109100	108960	97056	109740	112520	107860	23.942	24.1	108770
109740	112520	107860	108770	80571	91422	73716	22.338	22.782	79376
80571	91422	73716	79376	95399	48526	36355	20.938	21.949	33950
79376	95399	48526	36355	33950	36215	38056	21.619	22.405	40167
33950	36215	38056	40167	20444	-5140.7	2699.2	20.795	22.01	18844
18844	48036	73763	95718	98507	-166580	-81750	18.938	19.356	-51574
95718	98507	-166580	-81750	-51574	-47267	-37949	18.971	19.471	-38297
-81750	-51574	-47267	-37949	-38297	-34225	-29279	20.538	21.002	-26594
3257.6	10762	14564	-81140	-84700	-86344	-69448	19.674	19.868	-73066
44862	51598	60964	65007	78711	79887	86591	25.676	25.642	95065
92863	79954	68658	57339	54107	74224	82152	25.465	25.79	71708
79954	68658	57339	54107	74224	82152	71708	25.79	25.513	59749
54107	74224	82152	71708	59749	62278	52053	24.549	24.833	65708
65708	41040	41177	21048	32538	49539	53313	23.095	23.39	52283
41040	41177	21048	32538	49539	53313	52283	23.39	23.982	61386
41177	21048	32538	49539	53313	52283	61386	23.982	23.766	43763
49931	53233	56240	48045	30704	-27208	-43410	16.678	16.91	-34643
-34643	-35294	-20727	-8497.1	8084.9	21513	-16949	18.037	18.908	-11061
8084.9	21513	-16949	-11061	-9560.6	-6292.1	-5896.7	20.813	18.81	-31973
21513	-16949	-11061	-9560.6	-6292.1	-5896.7	-31973	18.81	19.408	-14748
-5896.7	-31973	-14748	-14130	-13484	-8416.7	15787	23.828	23.56	26714
-31973	-14748	-14130	-13484	-8416.7	15787	26714	23.56	23.032	25819
15787	26714	25819	27942	29325	23823	43939	23.344	24.097	49444
-19444	-21531	-9253.6	3992.3	30128	49886	54750	24.334	25.414	69615
-21531	-9253.6	3992.3	30128	49886	54750	69615	25.414	25.86	84042
3992.3	30128	49886	54750	69615	84042	11727	22.121	21.324	-3502.4
30128	49886	54750	69615	84042	11727	-3502.4	21.324	20.874	-17141
49886	54750	69615	84042	11727	-3502.4	-17141	20.874	21.188	-9845.6
69615	84042	11727	-3502.4	-17141	-9845.6	-6779.7	22.366	19.468	58643
-6779.7	58643	-46767	42117	46029	27084	17574	14.292	14.547	-24333
27084	17574	-24333	25459	41474	36640	37891	20.131	21.591	57100
36640	37891	57100	58180	69410	76123	92302	23.597	24.004	108530
58180	69410	76123	92302	108530	119340	137220	25.972	25.262	127930
76123	92302	108530	119340	137220	127930	114050	24.588	22.839	91434
108530	119340	137220	127930	114050	91434	61271	22.747	21.153	59986
127930	114050	91434	61271	59986	48460	44645	20.541	19.971	40236
61271	59986	48460	44645	40236	29250	41651	20.581	20.999	44317
48460	44645	40236	29250	41651	44317	51851	22.041	23.379	66779
29250	41651	44317	51851	66779	96697	92071	23.906	23.384	96557
41651	44317	51851	66779	96697	92071	96557	23.384	23.188	88741
44317	51851	66779	96697	92071	96557	88741	23.188	22.358	70088
51851	66779	96697	92071	96557	88741	70088	22.358	23.541	71264
92071	96557	88741	70088	71264	89440	112780	25.043	26.092	128130
71264	89440	112780	128130	141160	24094	10824	15.503	15.392	24220
112780	128130	141160	24094	10824	24220	22020	15.12	15.68	25595
128130	141160	24094	10824	24220	22020	25595	15.68	16.353	26856
24094	10824	24220	22020	25595	26856	19156	17.204	18.996	34182
26856	19156	34182	44335	51841	51783	72025	23.614	24.592	96173
96173	108280	111410	120730	128400	153060	156190	25.605	25.014	140450
108280	111410	120730	128400	153060	156190	140450	25.014	24.398	128530
128530	103400	98074	101010	98401	66637	85389	23.487	24.173	113900
122820	120780	124650	80558	87700	97042	112570	24.527	25.201	126120
124650	80558	87700	97042	112570	126120	134820	25.261	25.219	133300
133300	138000	143290	138110	117070	39677	26719	17.969	18.151	35947
59133	61716	70824	68345	93098	116310	120890	23.788	23.171	106700
70824	68345	93098	116310	120890	106700	98385	25.095	23.572	100690
68345	93098	116310	120890	106700	98385	100690	23.572	20.342	64935
120890	106700	98385	100690	64935	45783	45748	20.471	21.62	60677
100690	64935	45783	45748	60677	61445	53985	20.884	19.308	33979
64935	45783	45748	60677	61445	53985	33979	19.308	20.376	38813
45748	60677	61445	53985	33979	38813	72230	22.225	20.181	48052
38813	72230	48052	27734	31283	41871	88644	24.644	25.188	110000
110000	127570	140850	150750	127850	133400	109070	23.936	23.608	106710
133400	109070	106710	110770	97822	41502	-591	18.899	17.506	11175
109070	106710	110770	97822	41502	-591	11175	17.506	17.239	1091.2
11175	1091.2	3056.5	-11790	5973.5	11530	7383.7	18.317	17.425	-1392
3056.5	-11790	5973.5	11530	7383.7	-1392	-11064	17.115	19.224	-553.5
-11790	5973.5	11530	7383.7	-1392	-11064	-553.5	19.224	20.302	1320.8
5973.5	11530	7383.7	-1392	-11064	-553.5	1320.8	20.302	20.878	6682.2
-11064	-553.5	1320.8	6682.2	23940	63357	89505	24.694	25.135	101540
63357	89505	101540	109100	108960	97056	109740	23.946	23.918	112520
89505	101540	109100	108960	97056	109740	112520	23.918	23.942	107860
112520	107860	108770	80571	91422	73716	79376	22.782	23.398	95399
107860	108770	80571	91422	73716	79376	95399	23.398	21.459	48526
91422	73716	79376	95399	48526	36355	33950	21.949	21.796	36215
36355	33950	36215	38056	40167	20444	-5140.7	19.852	20.795	2699.2
36215	38056	40167	20444	-5140.7	2699.2	18844	22.01	23.246	48036
38056	40167	20444	-5140.7	2699.2	18844	48036	23.246	23.971	73763
20444	-5140.7	2699.2	18844	48036	73763	95718	24.366	24.413	98507
-5140.7	2699.2	18844	48036	73763	95718	98507	24.413	16.607	-166580
-166580	-81750	-51574	-47267	-37949	-38297	-34225	20.502	20.538	-29279
-51574	-47267	-37949	-38297	-34225	-29279	-26594	21.002	23.249	8657
-29279	-26594	8657	15009	3257.6	10762	14564	23.121	16.989	-81140
10762	14564	-81140	-84700	-86344	-69448	-73066	19.868	21.4	-52838
14564	-81140	-84700	-86344	-69448	-73066	-52838	21.4	21.657	-40161
-81140	-84700	-86344	-69448	-73066	-52838	-40161	21.657	22.219	-24818
-84700	-86344	-69448	-73066	-52838	-40161	-24818	22.219	22.07	-24786
-69448	-73066	-52838	-40161	-24818	-24786	-14718	22.623	22.824	8076.5
-73066	-52838	-40161	-24818	-24786	-14718	8076.5	22.824	22.587	-1206.3
-52838	-40161	-24818	-24786	-14718	8076.5	-1206.3	22.587	22.45	-7386.9
-40161	-24818	-24786	-14718	8076.5	-1206.3	-7386.9	22.45	21.358	-10193
-24818	-24786	-14718	8076.5	-1206.3	-7386.9	-10193	21.358	20.466	-26342
8076.5	-1206.3	-7386.9	-10193	-26342	454.03	30959	24.051	24.732	50316
-10193	-26342	454.03	30959	50316	66681	65897	24.907	21.396	-40976
454.03	30959	50316	66681	65897	-40976	-27320	22.432	23.536	-2424.9
65897	-40976	-27320	-2424.9	16050	6021.4	-804.47	23.21	23.619	-851.28
-2424.9	16050	6021.4	-804.47	-851.28	22304	39079	24.702	24.456	42769
